CNPJ;Nome_Associacao;Telefone;Estado;Municipio
49.182.333/0001-78;ASSOCIACAO ATTENTO BENEFICIOS E SOCORRO MUTUO;21984256273;RJ;RIO DE JANEIRO
22.646.592/0001-56;ASSOCIACAO AVANTAGE BENEFICIOS CLUB;2122132977;RJ;RIO DE JANEIRO
50.905.094/0001-16;ASSOCIACAO BENLEVE DE PROTECAO E BENEFICIOS;2132519400;RJ;RIO DE JANEIRO
59.061.464/0001-50;ASSOCIACAO BRASILEIRA DE CONDUTORES DE VEICULOS GRAND BRASIL;21970448836;RJ;NILOPOLIS
17.937.155/0001-51;ASSOCIACAO CARIOCA DE BENEFICIOS MUTUOS;2126882023;RJ;RIO DE JANEIRO
52.962.857/0001-96;ASSOCIACAO DE BENEFICIOS PARA ENTREGADORES E MOTOCICLISTAS DO ESTADO DO RIO DE JANEIRO - ABEM;21990439796;RJ;RIO DE JANEIRO
29.314.883/0001-96;ASSOCIACAO DE BENEFICIOS PRATIC ABM;2134355722;RJ;DUQUE DE CAXIAS
35.802.510/0001-67;ASSOCIACAO DE BENEFICIOS PRATICA;21964447295;RJ;NOVA IGUACU
52.459.183/0001-01;ASSOCIACAO DE MOTORISTAS DE APLICATIVOS DO ESTADO DO RIO DE JANEIRO SOCORRO MUTUO - AMARJ;21983425735;RJ;NOVA IGUACU
49.053.133/0001-15;ASSOCIACAO DE PROPRIETARIOS DE VEICULOS CARTRAC E PROTECAO PATRIMONIAL MUTUALISTA;2139368044;RJ;RIO DE JANEIRO
46.448.439/0001-82;ASSOCIACAO DE PROTECAO E BENEFICIO AO PROPRIETARIO DE VEICULO - PRIVATE PROTECAO VEICULAR;21971807201;RJ;NILOPOLIS
46.057.099/0001-69;ASSOCIACAO DE PROTECAO E BENEFICIO AO PROPRIETARIO DE VEICULOS PROTEGE BRASIL;2127527804;RJ;SAO JOAO DE MERITI
50.974.144/0001-17;ASSOCIACAO DE PROTECAO PATRIMONIAL PARA MOTORISTAS DE APLICATIVO PRATICCAR;2137434950;RJ;RIO DE JANEIRO
50.366.503/0001-53;ASSOCIACAO DISTACK CLUBE DE BENEFICIOS DO BRASIL;2126571703;RJ;NOVA IGUACU
52.456.026/0001-42;ASSOCIACAO GENERAL BRASIL CLUBE DE BENEFICIOS;21965754405;RJ;DUQUE DE CAXIAS
55.470.476/0001-88;ASSOCIACAO GRAN PRIME MAIS;2126690000;RJ;NOVA IGUACU
30.980.413/0001-40;ASSOCIACAO NEW ASSIST CLUBE DE BENEFICIOS;2126955411;RJ;NOVA IGUACU
61.861.356/0001-04;ASSOCIACAO PREMIUM SERVICES PROTECAO MUTUAL;21967662525;RJ;RIO DE JANEIRO
30.217.563/0001-05;ASSOCIACAO QUALIAUTO DE BENEFICIOS E PROTECAO PATRIMONIAL;2126876907;RJ;RIO DE JANEIRO
44.572.339/0001-38;ASSOCIACAO SAFE BENEFICIOS MUTUOS DE PROTECAO VEICULAR;2132693886;RJ;DUQUE DE CAXIAS
28.881.731/0001-02;ASSOCIACAO TOP RIO DE PROTECAO PATRIMONIAL MUTUALISTA;2130167814;RJ;RIO DE JANEIRO
55.990.375/0001-38;ATIVA BRASIL CLUBE DE BENEFICIOS;1140035547;RJ;DUQUE DE CAXIAS
30.890.606/0001-00;ATOM AUTOGESTAO DE RISCOS PATRIMONIAIS;21979165044;RJ;RIO DE JANEIRO
51.494.064/0001-27;BETEL ASSOCIACAO DE BENEFICIOS MUTUOS DA REGIAO METROPOLITANA DO RIO DE JANEIRO;2122037896;RJ;DUQUE DE CAXIAS
45.252.166/0001-33;DINAMO CLUBE DE BENEFICIOS;21986174148;RJ;ITAGUAI
12.461.481/0001-11;FACILITY ASSOCIACAO DOS EVANGELICOS E MILITARES PROPRIETARIOS DE VEICULOS DO RIO DE JANEIRO;2132776194;RJ;NOVA IGUACU
56.349.013/0001-25;GADE CLUBE DE BENEFICIOS;21964190680;RJ;RIO DE JANEIRO
26.205.478/0001-41;GOLDEN CAR CLUBE DE BENEFICIOS E PROTECAO VEICULAR PARA PROPRIETARIOS DE VEICULOS;2138257741;RJ;RIO DE JANEIRO
39.149.278/0001-60;GRUPO XEREM - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;2127836348;RJ;DUQUE DE CAXIAS
42.063.169/0001-30;IMPETU ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;2139001704;RJ;RIO DE JANEIRO
23.730.493/0001-10;INVICTA-ASSOCIACAO DE PROTECAO VEICULAR E SERVICOS SOCIAIS;2126672555;RJ;QUEIMADOS
32.525.445/0001-81;LAGAR CLUBE DE BENEFICIOS MUTUOS;21975680148;RJ;SAO JOAO DE MERITI
36.260.433/0001-23;NACAO RUBRO NEGRA PROTECAO VEICULAR;2135206016;RJ;RIO DE JANEIRO
35.394.727/0001-85;NINEX BRASIL PROTECAO PATRIMONIAL MUTUALISTA;2135563531;RJ;RIO DE JANEIRO
27.038.749/0001-84;PACTUAL ASSOCIACAO DE BENEFICIOS MUTUOS;2126955783;RJ;NOVA IGUACU
47.080.669/0001-02;PETROCAR BENEFICIOS MUTUOS;2136205873;RJ;RIO DE JANEIRO
30.758.594/0001-65;PLANET PROTECAO PATRIMONIAL MUTUALISTA;2124168017;RJ;RIO DE JANEIRO
46.603.287/0001-45;PONTUAL CLUBE DE BENEFICIOS;21964100646;RJ;RIO DE JANEIRO
52.489.938/0001-10;PRECISA BENEFICIOS MUTUOS E ASSITENCIA;21988497043;RJ;NOVA IGUACU
40.099.288/0001-18;PRINCIPIO ASSOCIACAO DE PROTECAO VEICULAR;2134906979;RJ;RIO DE JANEIRO
59.034.716/0001-52;PRO AMERICAN - PROTECAO VEICULAR E BENEFICIOS MULTIPLOS DOS CRISTAOS MILITARES E PROPRIETARIOS DE VEICULOS;21985757514;RJ;RIO DE JANEIRO
53.979.333/0001-70;RENOVA ASSOCIACAO DE BENEFICIOS;21987434620;RJ;DUQUE DE CAXIAS
23.398.477/0001-72;RIOBEN - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;2124211608;RJ;RIO DE JANEIRO
50.712.692/0001-79;SELECTCAR ASSOCIACAO DE PROTECAO VEICULAR E SERVICOS SOCIAIS;21982336447;RJ;RIO DE JANEIRO
41.669.968/0001-92;SIM ASSOCIACAO DE BENEFICIOS MUTUOS;21989151891;RJ;SAO GONCALO
57.775.373/0001-51;SIMPLE CLUBE DE BENEFICIOS;21967354238;RJ;NOVA IGUACU
57.298.396/0001-12;TOTAL UP ASSOCIACAO DE PROTECAO VEICULAR DE MOTORISTAS DE APLICATIVO DO RIO DE JANEIRO E REGIAO;21989179417;RJ;RIO DE JANEIRO
42.772.272/0001-50;TRANSITE BENEFICIOS E SOCORRO MUTUO;21964821335;RJ;DUQUE DE CAXIAS
53.534.130/0001-70;TRANSITE BRASIL BENEFICIOS E SOCORRO MUTUO;21979696609;RJ;DUQUE DE CAXIAS
33.667.507/0001-52;TRIUNFO ASSOCIACAO DE BENEFICIOS;21964828238;RJ;DUQUE DE CAXIAS
40.127.861/0001-50;UNITRACKER CLUBE DE BENEFICIOS MUTUOS;21972524493;RJ;RIO DE JANEIRO
29.226.785/0001-05;VALE - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;21973354174;RJ;DUQUE DE CAXIAS
57.359.171/0001-29;WISE PROTECTION CLUBE DE BENEFICIOS MUTUOS;21967736452;RJ;NILOPOLIS
34.668.191/0001-86;ASSOCIACAO DE BENEFICIOS TRANSPORTES E SERVICOS TERRESTRES;8431132657;RN;NATAL
37.448.285/0001-38;ASSOCIACAO DE SOCORRO MUTUO MOTO SEGURANCA;8422261111;RN;NATAL
24.071.804/0001-40;GRUPO MAIS ASSOCIADOS;81999580623;RN;MOSSORO
29.257.886/0001-35;MAIS BRASIL ASSOCIADOS;8433221611;RN;NATAL
31.471.431/0001-60;MASTER MAIS VEICULAR E BENEFICIOS;8433176160;RN;MOSSORO
27.012.088/0001-18;PENSAR CLUBE DE BENEFICIOS;8430134747;RN;NATAL
50.804.448/0001-36;PROVALE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;84999383066;RN;ASSU
54.441.972/0001-40;PROVARE ASSOCIACAO ASSISTENCIAL;8440421540;RN;NATAL
51.244.244/0001-50;SOS BENEFICIOS E SOCORRO MUTUO;84994940220;RN;NATAL
54.865.378/0001-87;SUA TOTAL PROTECAO VEICULAR;8421314828;RN;NATAL
59.377.019/0001-02;TECNOVA ASSOCIACAO;84987343958;RN;GOIANINHA
15.605.340/0001-13;APROCCAR - ASSOCIACAO DOS PROPRIETARIOS DE CARROS E CAMINHONETES DE RONDONIA;6933227159;RO;VILHENA
28.020.494/0001-95;ASSOCIACAO CLUBE DE BENEFICIOS DUNORTE TRUCK;69984739836;RO;VILHENA
09.338.836/0001-75;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES DO NORTE;6933216060;RO;VILHENA
45.351.860/0001-08;DUKAR PROTECAO PATRIMONIAL MUTUALISTA;69993002552;RO;PORTO VELHO
47.879.963/0001-70;APROSSIL - ASSOCIACAO DE PROPRIETARIOS DE CAMINHOES DO SUL DO BRASIL;4831921819;RS;MONTENEGRO
32.854.302/0001-13;ASSOCIACAO DE MUTUO DOS MOTORISTAS AUTONOMOS;54991928670;RS;CAXIAS DO SUL
08.948.448/0001-43;ASSOCIACAO DE PROTECAO DE VEICULOS DE TRANSPORTES DE MARAU;5433429700;RS;MARAU
47.799.434/0001-67;ASSOCIACAO DE PROTECAO E SERVICOS CLUBE SUL MAIS;51993702480;RS;VIAMAO
48.954.426/0001-00;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA - OURO CAR;51999111427;RS;PORTO ALEGRE
12.682.833/0001-69;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES SAO JOSE;5136672777;RS;TRES CACHOEIRAS
10.269.662/0001-15;ASSOCIACAO DOS TRANSPORTADORES DE MARAU E REGIAO;5433425587;RS;MARAU
09.943.602/0001-57;ASSOCIACAO DOS TRANSPORTADORES DO NORDESTE DO RIO GRANDE DO SUL;5433522149;RS;SAO JOSE DO OURO
32.625.777/0001-38;ASSOCIACAO GAUCHA DE BENEFICIOS E ASSISTENCIA VEICULAR - AGAUCHA;51991555454;RS;GRAVATAI
42.872.942/0001-00;ASSOCIACAO MUTUALISTA PATRIMONIAL - MAXX AUTOPRO;51998220123;RS;PORTO ALEGRE
56.150.230/0001-91;ASSOCIACAO YELLOW+ CLUBE DE BENEFICIOS;54999502662;RS;PASSO FUNDO
37.208.662/0001-61;AUTO PROJETA SUL PROTECAO VEICULAR;51998943113;RS;GRAVATAI
59.009.661/0001-20;AUTOREAL CLUBE DE BENEFICIOS;5133007337;RS;PORTO ALEGRE
52.761.557/0001-49;BRASILSUL PROTECAO VEICULAR E BENEFICIOS;4830524321;RS;IGREJINHA
58.354.131/0001-57;GARUPA PROTEGE;4731705632;RS;PORTO ALEGRE
55.624.815/0001-33;GRAMADENSE ASSOCIACAO DE BENEFICIOS;54981023434;RS;GRAMADO
47.628.247/0001-10;HANTER ASSOCIACAO DE BENEFICIOS E PROTECAO VEICULAR;51991625637;RS;PORTO ALEGRE
61.136.872/0001-76;MAIS PROSUL RS;48991072658;RS;VACARIA
45.196.670/0001-63;MAXXI AUTO ASSOCIACAO E CLUBE DE BENEFICIOS;51997956715;RS;CACHOEIRINHA
35.109.691/0001-40;PLANALTO ASSOCIACAO DE BENEFICIOS;5433130458;RS;PASSO FUNDO
49.259.947/0001-00;SUPREMA ASSOCIACAO DE BENEFICIOS;54991619786;RS;CANELA
33.346.622/0001-25;A CATARINENSE ASSOCIACAO DE BENEFICIOS E ASSISTENCIA VEICULAR;4832436396;SC;SAO JOSE
48.205.624/0001-71;A.P.P.U ASSOCIACAO DE PROTECAO PATRIMONIAL UNIAUTO;4734331785;SC;JOINVILLE
25.228.856/0001-40;ABRANGE CLUBE DE BENEFICIOS E PROTECAO VEICULAR;4730412744;SC;BLUMENAU
21.109.619/0001-09;ACAPREV - ASSOCIACAO CATARINENSE DE PROTECAO PATRIMONIAL MUTUALISTA;4836585521;SC;BRACO DO NORTE
37.753.832/0001-99;ALLIANCA ASSOCIACAO DE BENEFICIOS;4836550568;SC;SANGAO
34.704.663/0001-09;AMUTUAL ASSOCIACAO DE BENEFICIOS;4836216717;SC;TUBARAO
32.215.673/0001-55;APROBEN - ASSOCIACAO DE PROTECAO VEICULAR E BENEFICIOS;48999113037;SC;CRICIUMA
20.981.190/0001-82;APROV - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA E BENEFICIOS DA REGIAO SUL DE SANTA CATARINA;4836221496;SC;TUBARAO
18.604.562/0001-00;ASSOCIACAO AMIGOS DA REGIAO SUL;4836235065;SC;CAPIVARI DE BAIXO
41.501.608/0001-87;ASSOCIACAO DE BENEFICIOS - PRO TEK;48999585893;SC;BRACO DO NORTE
31.197.869/0001-00;ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL DO SUL DO BRASIL;4733225678;SC;BLUMENAU
23.696.592/0001-23;ASSOCIACAO DE DESENVOLVIMENTO DOS AMIGOS DE SANTA CATARINA;4832869552;SC;PALHOCA
52.728.765/0001-46;ASSOCIACAO DE MULTIPLOS BENEFICIOS - ASSOL;48999630271;SC;LAGUNA
23.721.342/0001-04;ASSOCIACAO DE PROTECAO PATRIMONIAL - UNIAO;4733055600;SC;ITAJAI
30.057.201/0001-96;ASSOCIACAO DOS AMIGOS, MOTORISTAS E TRANSPORTADORES RODOVIARIOS DA REGIAO SUL;48988565040;SC;TUBARAO
50.705.869/0001-00;ASSOCIACAO DOS MOTORISTAS DA REGIAO DE ARARANGUA/SC;48991088888;SC;ARARANGUA
50.688.170/0001-89;ASSOCIACAO DOS MOTORISTAS DE TUBARAO/SC E REGIAO;48988452217;SC;TUBARAO
50.377.516/0001-28;ASSOCIACAO DOS MOTORISTAS DO PLANALTO CATARINENSE;4931911477;SC;LAGES
26.488.558/0001-51;ASSOCIACAO DOS PROPRIETARIOS DE AUTOMOVEL DA REGIAO SUL DE SANTA CATARINA;4836550259;SC;JAGUARUNA
12.227.331/0001-48;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES DO ALTO VALE DO RIO DO PEIXE - APROCARP;4932460764;SC;FRAIBURGO
13.293.929/0001-06;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES DO PLANALTO NORTE DE SANTA CATARINA;4736342665;SC;SAO BENTO DO SUL
08.474.167/0001-04;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS DE SANTA CATARINA;4730578282;SC;BLUMENAU
49.915.767/0001-30;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS POPULARES DA REGIAO METROPOLITANA DE CRICIUMA;4834201950;SC;CRICIUMA
49.875.139/0001-78;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS POPULARES DA REGIAO METROPOLITANA DE JARAGUA DO SUL;4734402666;SC;JARAGUA DO SUL
37.492.262/0001-20;ASSOCIACAO FILANTROPICA E DE AUXILIO MUTUO SCUT;47992898494;SC;TIJUCAS
47.310.470/0001-15;ASSOCIACAO INVEST BENEFICIOS - IBEN;4831990600;SC;CAPIVARI DE BAIXO
37.244.879/0001-27;ASSOCIACAO MAIS AUTO PROTECAO VEICULAR;4834632152;SC;FORQUILHINHA
30.903.115/0001-57;ASSOCIACAO MULTIVEICULAR DE BENEFICIOS DE SANTA CATARINA;4830585708;SC;SAO JOSE
32.628.287/0001-95;ASSOCIACAO MUTUA DE BENEFICIOS MAIS SUL DE SANTA CATARINA;4834665167;SC;TUBARAO
32.676.669/0001-94;ASSOCIACAO MUTUALISTA DE AUTOGESTAO DE BENEFICIOS BRASIL CAR;48996025692;SC;BRACO DO NORTE
31.553.778/0001-51;ASSOCIACAO MUTUALISTA DE AUTOGESTAO DE BENEFICIOS E PROTECAO VEICULAR - AMABEP;4833025075;SC;TUBARAO
33.496.095/0001-35;ASSOCIACAO MUTUALISTA DE AUTOGESTAO DE BENEFICIOS FORTE;4836267675;SC;TUBARAO
25.530.373/0001-03;BENEFICIAR - ASSOCIACAO DE BENEFICIO FAMILIAR;4836264994;SC;TUBARAO
33.516.836/0001-00;CLUBE DE BENEFICIOS E ASSISTENCIA APROVILLE;4732788802;SC;JOINVILLE
61.058.746/0001-40;CLUBE FORTE ASSOCIACAO DE BENEFICIOS;48996979948;SC;LAURO MULLER
35.830.651/0001-93;CONFIANCA ASSOCIACAO DE MUTUO BENEFICIOS E PROTECAO VEICULAR;47997409608;SC;SAO FRANCISCO DO SUL
38.076.615/0001-74;DEFEND - BENEFICIOS E ASSISTENCIA;48996030127;SC;FLORIANOPOLIS
30.667.079/0001-70;FUTURA ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;4835244513;SC;ARARANGUA
29.684.557/0001-70;GERACAO ASSOCIACAO DE MUTUO E BENEFICIOS;48996254545;SC;FLORIANOPOLIS
34.994.324/0001-04;GOLD ASSOCIACAO DE BENEFICIOS;48999870086;SC;BRACO DO NORTE
37.608.883/0001-27;GRUPO ASSOCIACAO DE MUTUO BENEFICIOS E PROTECAO VEICULAR;48998430098;SC;TUBARAO
37.586.072/0001-72;GRUPO TRUCK ASSOCIACAO DE MUTUO BENEFICIOS E PROTECAO VEICULAR;48999296964;SC;TUBARAO
47.326.161/0001-33;GUARDIOES CLUBE DE BENEFICIOS;47996556390;SC;BLUMENAU
42.092.229/0001-43;IGOL BRASIL ASSOCIACAO DE BENEFICIOS E ASSISTENCIA FAMILIAR;5135937244;SC;JOINVILLE
30.152.570/0001-68;INOVARY ASSOCIACAO DE AMIGOS E BENEFICIOS;49991290334;SC;SAO JOAQUIM
53.031.348/0001-02;LEAL ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS;4732889020;SC;BLUMENAU
51.046.452/0001-45;MONTCAR ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;4837714735;SC;PALHOCA
31.567.986/0001-00;PIONEIRA ASSOCIACAO DE MUTUO, BENEFICIOS E PROTECAO VEICULAR;49999407692;SC;CACADOR
32.851.187/0001-23;POLOSUL ASSOCIACAO DE MUTUO, BENEFICIOS E PROTECAO VEICULAR;4732783967;SC;JOINVILLE
36.279.365/0001-44;PRESTATIVA ASSOCIACAO DE BENEFICIOS;4831990089;SC;TUBARAO
47.788.341/0001-37;PROTBIKE ASSOCIACAO DE BENEFICIOS DE SANTA CATARINA;48999724814;SC;SAO JOSE
58.064.111/0001-41;PROTECT MAXX ASSOCIACAO MUTUALISTA DE BENEFICIOS E ASSISTENCIA;47996531287;SC;BLUMENAU
43.901.918/0001-14;PROTEGE SC - ASSOCIACAO DE BENEFICIOS;48999845109;SC;ORLEANS
31.389.733/0001-93;REALVALE ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;47988264409;SC;BLUMENAU
44.139.240/0001-47;RENOVA ASSOCIACAO DE BENEFICIOS E PROTECAO VEICULAR;4836282064;SC;TUBARAO
25.113.569/0001-94;SOLUCAO ASSOCIACAO DE BENEFICIOS DE SANTA CATARINA - SABESC;4821323939;SC;SAO JOSE
34.565.524/0001-41;SUPORTE ASSOCIACAO DE MUTUO, BENEFICIOS E PROTECAO VEICULAR;4930261466;SC;CHAPECO
30.888.568/0001-51;UNILAGES ASSOCIACAO DE MUTUO, BENEFICIOS E PROTECAO VEICULAR;4930195005;SC;LAGES
59.258.964/0001-87;UNIPROVE ASSOCIACAO MUTUALISTA DE AUTOGESTAO PATRIMONIAL;49988568971;SC;CHAPECO
37.512.776/0001-09;VALE BRASIL ASSOCIACAO DE MUTUO BENEFICIOS E PROTECAO VEICULAR;4733001554;SC;RIO DO SUL
33.780.400/0001-16;VEEM - ASSOCIACAO MUTUA DE BENEFICIOS DE SANTA CATARINA;4835121400;SC;ICARA
38.194.419/0001-02;VIA MUTUA ASSOCIACAO DE BENEFICIOS;4733067070;SC;BLUMENAU
31.250.219/0001-72;ACESSO CLUBE SERGIPE - ASSOCIACAO DE PROTECAO VEICULAR;79999991615;SE;ARACAJU
51.761.296/0001-02;ASSOCIACAO AGRESTE SERGIPANO DE SOCORRO MUTUO;79998222994;SE;ITABAIANA
35.371.942/0001-60;ASSOCIACAO AUTO MAIS DE BENEFICIOS;7932121125;SE;ARACAJU
47.984.477/0001-12;ASSOCIACAO DE SOCORRO MUTUO, PROTECAO PATRIMONIAL E CLUBE DE BENEFICIOS SERIGY;79998307267;SE;ARACAJU
40.220.404/0001-05;ASSOCIACAO E CLUBE DE APOIO AOS PROPRIETARIOS DE VEICULOS DA REGIAO NORDESTE;79996648788;SE;ARACAJU
51.712.184/0001-53;ASSOCIACAO GUARDIOES DE SOCORRO MUTUO E PROTECAO PATRIMONIAL MUTUALISTA;79988487712;SE;ARACAJU
55.526.257/0001-73;ASSOCIACAO IDEAL CLUBE DE BENEFICIOS;79999666396;SE;LAGARTO
32.324.551/0001-05;ASSOCIACAO RONDUSERGI DE AUTO PROTECAO VEICULAR;7930260004;SE;ARACAJU
58.434.603/0001-81;COOPERATIVA DE CONSUMO DOS CONDUTORES DE VEICULOS E DETENTORES DE PATRIMONIO DO NORDESTE - MASTER NORDESTE AUTOS & TRUCKS;7930855465;SE;ARACAJU
38.125.271/0001-46;PRADO - ASSOCIACAO DE CONDUTORES DE VEICULOS AUTOMOTORES DO ESTADO DE SERGIPE;79998707854;SE;ITABAIANA
47.327.792/0001-77;SIGA MAIS PROTECAO VEICULAR;7933034100;SE;ARACAJU
16.887.058/0001-39;AEIG ASSOCIACAO DOS EMPREENDEDORES INDIVIDUAIS;11999777777;SP;GUARULHOS
50.072.562/0001-19;ANELAR MUTUAL PROTECAO VEICULAR;11977556760;SP;JUNDIAI
31.784.215/0001-74;ASSOCIACAO BRASILEIRA DE TRANSPORTADORES DE SAO PAULO;1335918207;SP;SANTOS
41.455.481/0001-07;ASSOCIACAO CLUBE DE PROTECAO VEICULAR BRASILEIRA;17991668618;SP;CATANDUVA
38.730.665/0001-23;ASSOCIACAO DE BENEFICIOS UNNISEG;1120688877;SP;RIBEIRAO PRETO
31.145.944/0001-80;ASSOCIACAO DE PROTECAO AO VEICULO AUTOMOTOR E BENEFICIOS DE CAMPINAS E REGIAO;1932916349;SP;CAMPINAS
10.673.827/0001-10;ASSOCIACAO DE PROTECAO DAS EMPRESAS DE TRANSPORTE DE CARGA;1122936969;SP;SAO PAULO
45.740.471/0001-74;ASSOCIACAO DE PROTECAO E ASSISTENCIA VEICULAR IMPACTO BRASIL;1127275429;SP;SAO PAULO
40.693.405/0001-77;ASSOCIACAO DE PROTECAO VEICULAR GRUPO SANTA FE;19994903937;SP;MOGI MIRIM
45.826.473/0001-80;ASSOCIACAO DOS TRABALHADORES AUTONOMOS DA REGIAO DE JAU;1431410687;SP;JAU
11.812.704/0001-85;ASSOCIACAO DOS TRANSPORTADORES DE CARGAS DE SAO JOSE DO RIO PRETO;1733014931;SP;SAO JOSE DO RIO PRETO
21.474.774/0001-24;ASSOCIACAO DOS TRANSPORTADORES RODOVIARIOS DE CARGAS DE MOGI GUACU- ATRC-;1938041926;SP;MOGI GUACU
52.914.444/0001-36;ASSOCIACAO MUTUA DE BENEFICIOS LIBERTTY BRASIL;1139392359;SP;SAO CAETANO DO SUL
22.581.056/0001-10;ASSOCIACAO NACIONAL DOS CAMINHONEIROS;1127763430;SP;SAO PAULO
60.789.267/0001-31;ASSOCIACAO PAULISTA DOS TRANSPORTADORES - APTRANS;34998814004;SP;CAMPINAS
59.934.941/0001-45;ASSOCIACAO RIBEIRAO PRETO DE PROTECAO VEICULAR;84997006658;SP;RIBEIRAO PRETO
36.830.368/0001-24;ASSOCIACAO SIGGA DE PROTECAO AUTOMOTIVA;11982414969;SP;SAO PAULO
50.938.507/0001-69;ASSOCIACAO TIGUAN PROTECAO VEICULAR EM BENEFICIO AO PROPRIETARIO DE VEICULOS;1154238376;SP;BRAGANCA PAULISTA
31.439.679/0001-43;ATOS ASSOCIADOS;1146806676;SP;SAO BERNARDO DO CAMPO
54.825.665/0001-63;BRAZILIAN TRACKER - PROTECAO VEICULAR;1146164560;SP;COTIA
42.948.270/0001-79;CLUBE ALPHA;3132412113;SP;BARUERI
30.494.734/0001-35;CLUBE DE BENEFICIOS MULTI;1155557691;SP;COTIA
59.190.446/0001-79;CONFIANCE PROTECAO PATRIMONIAL MUTUALISTA E BENEFICIOS;19992740063;SP;CAMPINAS
52.922.480/0001-41;DIELO;5133007196;SP;SAO PAULO
57.412.698/0001-70;DS - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;1633258090;SP;RIBEIRAO PRETO
43.626.155/0001-40;FUSION ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;1239391910;SP;SAO BERNARDO DO CAMPO
47.836.600/0001-58;G A ASSOCIACAO DE PROTECAO MUTUALISTA;1735249399;SP;CATANDUVA
59.035.703/0001-06;LABELVIEW ASSOCIACAO MUTUALISTA DE PROTECAO VEICULAR;11966118081;SP;SAO PAULO
44.831.274/0001-06;LIB TRUCK PROTECTION BENEFICIOS E SOCORRO MUTUO;1151019000;SP;SAO PAULO
61.589.895/0001-36;LOGOS ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;1138553439;SP;ATIBAIA
49.655.375/0001-89;LOYALTY PROTECAO VEICULAR;11997521167;SP;BRAGANCA PAULISTA
51.552.298/0001-83;MELOCALIZA PROTECAO VEICULAR;1151957788;SP;SAO PAULO
54.886.028/0001-05;MORIA BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;19991935953;SP;HORTOLANDIA
47.965.781/0001-12;MYLINK BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;1140043146;SP;SAO PAULO
53.464.391/0001-61;PLATAFORMA DE BENEFICIOS AOS MOTORISTAS E PROPRIETARIOS DE VEICULOS - ATUARE;1131956485;SP;SAO PAULO
50.694.933/0001-02;PLUS AUTO - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;3140427610;SP;SAO PAULO
55.759.814/0001-04;PROSSEG ASSOCIACAO DE BENEFICIOS;12997244794;SP;SAO JOSE DOS CAMPOS
52.184.107/0001-30;PROTEGE MAIS BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;1934082600;SP;AMERICANA
58.051.306/0001-57;REALIX BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;1151396825;SP;JUNDIAI
30.510.337/0001-00;SEGURE ASSOCIACAO DE PROTECAO VEICULAR E BENEFICIOS;1937225985;SP;CAMPINAS
33.419.001/0001-24;SKYCAR PROTECAO VEICULAR;1126880081;SP;GUARULHOS
60.246.029/0001-80;SOROGUARD ASSOCIACAO MUTUALISTA DE AUTOGESTAO PATRIMONIAL;1140245437;SP;ITU
58.420.470/0001-94;STOP TRUCK BRASIL;11986230297;SP;SAO BERNARDO DO CAMPO
51.980.634/0001-99;UNIK PROTEGE;1158425669;SP;SAO PAULO
46.382.477/0001-80;UNNI PROTECAO VEICULAR;1940428538;SP;PIRACICABA
47.819.798/0001-61;UZZECAR;1735120099;SP;SAO JOSE DO RIO PRETO
51.057.638/0001-08;ASSOCIACAO DE SOCORRO MUTUO UNIAO;6334131154;TO;ARAGUAINA
23.183.165/0001-41;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS AUTOMOTORES DO BRASIL - MOVCAR;63992996439;TO;PALMAS
18.205.068/0001-72;ASSOCIACAO DOS PROPRIETARIOS E CONDUTORES DE VEICULOS LEVES E PESADOS DO CENTRO SUL DO BRASIL;6332162002;TO;PALMAS
22.727.252/0001-50;NORTE SUL SOCORRO MUTUO;6332150995;TO;PALMAS
